Date,Quarter,Allocated,Weathered
2024-08-01,0.5,False,False
2024-08-01,1.5,False,False
2024-08-01,2.5,False,False
2024-08-01,3.5,False,False
2024-08-02,0.5,False,False
2024-08-02,1.5,False,False
2024-08-02,2.5,False,False
2024-08-02,3.5,False,False
2024-08-03,0.5,False,False
2024-08-03,1.5,False,False
2024-08-03,2.5,False,False
2024-08-03,3.5,False,False
2024-08-04,0.5,False,False
2024-08-04,1.5,False,False
2024-08-04,2.5,False,False
2024-08-04,3.5,False,False
2024-08-05,0.5,False,False
2024-08-05,1.5,False,False
2024-08-05,2.5,False,False
2024-08-05,3.5,False,False
2024-08-06,0.5,False,False
2024-08-06,1.5,False,False
2024-08-06,2.5,False,False
2024-08-06,3.5,False,False
2024-08-07,0.5,False,False
2024-08-07,1.5,False,False
2024-08-07,2.5,False,False
2024-08-07,3.5,False,False
2024-08-08,0.5,False,False
2024-08-08,1.5,False,False
2024-08-08,2.5,False,False
2024-08-08,3.5,False,False
2024-08-09,0.5,False,False
2024-08-09,1.5,False,False
2024-08-09,2.5,False,False
2024-08-09,3.5,False,False
2024-08-10,0.5,False,False
2024-08-10,1.5,False,False
2024-08-10,2.5,False,False
2024-08-10,3.5,False,False
2024-08-11,0.5,False,False
2024-08-11,1.5,False,False
2024-08-11,2.5,False,False
2024-08-11,3.5,False,False
2024-08-12,0.5,False,False
2024-08-12,1.5,False,False
2024-08-12,2.5,False,False
2024-08-12,3.5,False,False
2024-08-13,0.5,False,False
2024-08-13,1.5,False,False
2024-08-13,2.5,False,False
2024-08-13,3.5,False,False
2024-08-14,0.5,False,False
2024-08-14,1.5,False,False
2024-08-14,2.5,False,False
2024-08-14,3.5,False,False
2024-08-15,0.5,False,False
2024-08-15,1.5,False,False
2024-08-15,2.5,False,False
2024-08-15,3.5,False,False
2024-08-16,0.5,False,False
2024-08-16,1.5,False,False
2024-08-16,2.5,False,False
2024-08-16,3.5,False,False
2024-08-17,0.5,False,False
2024-08-17,1.5,False,False
2024-08-17,2.5,False,False
2024-08-17,3.5,False,False
2024-08-18,0.5,False,False
2024-08-18,1.5,False,False
2024-08-18,2.5,False,False
2024-08-18,3.5,False,False
2024-08-19,0.5,False,False
2024-08-19,1.5,False,False
2024-08-19,2.5,False,False
2024-08-19,3.5,False,False
2024-08-20,0.5,False,False
2024-08-20,1.5,False,False
2024-08-20,2.5,False,False
2024-08-20,3.5,False,False
2024-08-21,0.5,False,False
2024-08-21,1.5,False,False
2024-08-21,2.5,False,False
2024-08-21,3.5,False,False
2024-08-22,0.5,False,False
2024-08-22,1.5,False,False
2024-08-22,2.5,False,False
